Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter
2020-12-08,23.5666,23.7761,23.3296,23.5388,23.5388,7822973,-1.215919,23.9554,23.9345,22.3521,1.466843,2020,12,1,4
2020-12-09,23.3834,23.5084,23.194,23.3187,23.3187,32255898,-0.935149,23.9176,23.9604,22.3739,1.473605,2020,12,2,4
2020-12-10,23.6025,23.9745,23.425,23.7955,23.7955,37028716,2.044632,23.9309,23.9809,22.3975,1.463104,2020,12,3,4
2020-12-11,24.1345,24.3744,23.981,24.2203,24.2203,9989007,1.785409,23.9582,24.0174,22.4232,1.508855,2020,12,4,4
2020-12-14,24.4372,24.5424,24.3647,24.4698,24.4698,6810530,1.029895,23.9819,24.0563,22.4495,1.496236,2020,12,0,4
2020-12-15,24.1602,24.3814,23.8718,24.0924,24.0924,15963163,-1.542062,24.0215,24.0826,22.4737,1.378264,2020,12,1,4
2020-12-16,24.2496,24.3161,23.9438,24.0097,24.0097,6942075,-0.343552,24.0487,24.1039,22.4994,1.376883,2020,12,2,4
2020-12-17,24.4579,24.5598,24.3785,24.4802,24.4802,5533414,1.95988,24.0762,24.1354,22.5259,1.375532,2020,12,3,4
2020-12-18,24.4188,24.6219,24.3542,24.557,24.557,18334885,0.313459,24.128,24.1689,22.5535,1.305804,2020,12,4,4
2020-12-21,25.4767,25.748,25.1649,25.4358,25.4358,28068078,3.578669,24.1927,24.219,22.5876,1.409131,2020,12,0,4
2020-12-22,25.7284,25.8847,25.4377,25.5932,25.5932,9862665,0.61883,24.2566,24.2728,22.623,1.407694,2020,12,1,4
2020-12-23,25.6826,25.7368,25.6174,25.6715,25.6715,3978788,0.306162,24.3364,24.321,22.6566,1.376634,2020,12,2,4
2020-12-24,25.4633,25.6678,25.352,25.556,25.556,4171533,-0.450039,24.4102,24.351,22.6884,1.386106,2020,12,3,4
2020-12-25,25.7116,26.0289,25.2973,25.6135,25.6135,8914281,0.224766,24.4757,24.3861,22.7208,1.378246,2020,12,4,4
2020-12-28,25.6291,25.6952,25.4954,25.5613,25.5613,6168910,-0.203656,24.5361,24.4297,22.7535,1.382295,2020,12,0,4
2020-12-29,25.7346,25.9049,25.6706,25.8407,25.8407,7929234,1.093059,24.5997,24.4792,22.7879,1.387978,2020,12,1,4
2020-12-30,26.2543,26.4086,26.0602,26.2143,26.2143,18980105,1.445687,24.6981,24.5175,22.8212,1.359826,2020,12,2,4
2020-12-31,26.0042,26.1375,25.7682,25.9009,25.9009,15425756,-1.195332,24.7767,24.5554,22.8523,1.405931,2020,12,3,4
2021-01-01,25.5057,25.6229,25.269,25.3857,25.3857,25713467,-1.989199,24.8542,24.571,22.8801,1.402191,2021,1,4,1
2021-01-04,24.6916,24.8375,24.5524,24.6982,24.6982,6873293,-2.708177,24.8977,24.5605,22.903,1.557181,2021,1,0,1
2021-01-05,24.876,25.1847,24.6034,24.9117,24.9117,7627098,0.864297,24.9663,24.5587,22.9266,1.52746,2021,1,1,1
2021-01-06,24.6406,24.7314,24.4298,24.5202,24.5202,16642328,-1.571524,25.0264,24.545,22.9487,1.560698,2021,1,2,1
2021-01-07,23.6418,23.9138,23.4856,23.7568,23.7568,17194916,-3.113327,25.0245,24.5039,22.9672,1.672935,2021,1,3,1
2021-01-08,23.9808,24.1843,23.7356,23.9388,23.9388,23113368,0.766065,25.0104,24.4698,22.9868,1.630842,2021,1,4,1
2021-01-11,24.737,25.0029,24.6081,24.8733,24.8733,18032626,3.903696,25.0306,24.4564,23.0111,1.843363,2021,1,0,1
2021-01-12,24.9975,25.094,24.7953,24.8914,24.8914,24601139,0.073009,25.0705,24.4482,23.0344,1.802667,2021,1,1,1
2021-01-13,25.1983,25.3157,25.1071,25.2244,25.2244,13981274,1.337562,25.1312,24.4545,23.0592,1.81618,2021,1,2,1
2021-01-14,25.3966,25.5101,25.1554,25.2684,25.2684,15657667,0.174358,25.1707,24.4666,23.0832,1.771702,2021,1,3,1
2021-01-15,25.2924,25.3538,25.1816,25.2428,25.2428,6721834,-0.10105,25.2049,24.4872,23.1072,1.772402,2021,1,4,1
2021-01-18,25.4774,25.8539,25.2275,25.6027,25.6027,10337275,1.425691,25.2133,24.5145,23.133,1.611442,2021,1,0,1
2021-01-19,25.641,25.8032,25.3345,25.4957,25.4957,14978182,-0.41786,25.2084,24.545,23.1612,1.608685,2021,1,1,1
2021-01-20,25.7633,26.0094,25.3599,25.6044,25.6044,22844819,0.426354,25.2051,24.5756,23.1886,1.61014,2021,1,2,1
2021-01-21,25.8229,25.9093,25.646,25.7321,25.7321,13620349,0.498465,25.2139,24.6196,23.2161,1.61018,2021,1,3,1
2021-01-22,25.3979,25.6834,25.1906,25.4755,25.4755,9143343,-0.996961,25.207,24.6557,23.2408,1.626162,2021,1,4,1
2021-01-25,25.8288,26.0817,25.6079,25.8605,25.8605,23723425,1.511172,25.2219,24.6929,23.2718,1.660506,2021,1,0,1
2021-01-26,25.8056,25.9246,25.6717,25.7906,25.7906,2263747,-0.270191,25.2194,24.7427,23.2994,1.644256,2021,1,1,1
2021-01-27,25.4257,25.6335,25.29,25.4975,25.4975,4191588,-1.136715,25.1836,24.7834,23.3257,1.626311,2021,1,2,1
2021-01-28,25.8815,26.104,25.4866,25.7075,25.7075,14010309,0.823876,25.1739,24.8189,23.3514,1.619092,2021,1,3,1
2021-01-29,25.3762,25.4485,25.2893,25.3615,25.3615,10269275,-1.345836,25.1727,24.8558,23.3769,1.584026,2021,1,4,1
2021-02-01,25.1047,25.5477,24.9378,25.3791,25.3791,11663695,0.069178,25.2067,24.8805,23.4015,1.449479,2021,2,0,1
2021-02-02,25.4164,25.5652,25.2333,25.3819,25.3819,8333616,0.011071,25.2303,24.9018,23.4278,1.439749,2021,2,1,1
2021-02-03,25.7654,26.0335,25.5337,25.8014,25.8014,14932409,1.652613,25.2943,24.9363,23.4571,1.422746,2021,2,2,1
2021-02-04,25.9747,26.0408,25.9165,25.9825,25.9825,5592072,0.702173,25.4056,24.9744,23.4843,1.181289,2021,2,3,1
2021-02-05,25.9281,26.0241,25.8706,25.9664,25.9664,11405211,-0.06203,25.507,25.0076,23.5117,1.184333,2021,2,4,1
2021-02-08,26.3631,26.48,26.1619,26.2783,26.2783,17976918,1.20117,25.5772,25.0461,23.5404,0.880381,2021,2,0,1
2021-02-09,26.9333,27.1046,26.6428,26.8133,26.8133,23278665,2.035667,25.6733,25.091,23.5703,0.96185,2021,2,1,1
2021-02-10,27.0443,27.1006,26.9573,27.0137,27.0137,30751115,0.747445,25.7628,25.1464,23.6005,0.939625,2021,2,2,1
2021-02-11,26.9531,27.2787,26.6645,26.9897,26.9897,9426135,-0.088627,25.8489,25.1996,23.6304,0.944005,2021,2,3,1
2021-02-12,26.4264,26.5068,26.3504,26.4308,26.4308,13416940,-2.070939,25.9083,25.2515,23.6569,1.084175,2021,2,4,1
2021-02-15,25.9933,26.0833,25.9013,25.9913,25.9913,4292500,-1.66292,25.9277,25.2948,23.6774,1.124968,2021,2,0,1
2021-02-16,25.7806,26.1102,25.5348,25.8636,25.8636,6389959,-0.491107,25.9461,25.3412,23.6975,1.126797,2021,2,1,1
2021-02-17,25.6802,25.7588,25.5425,25.6209,25.6209,8474989,-0.938573,25.9469,25.3873,23.7161,1.145743,2021,2,2,1
2021-02-18,25.5944,25.6818,25.4602,25.5474,25.5474,15887979,-0.286791,25.9377,25.4223,23.7327,1.141551,2021,2,3,1
2021-02-19,25.7263,25.8912,25.4049,25.5688,25.5688,5637346,0.083624,25.9423,25.4493,23.7477,1.11871,2021,2,4,1
2021-02-22,25.9,26.0041,25.667,25.7706,25.7706,14920637,0.789268,25.9378,25.4753,23.7619,1.079155,2021,2,0,1
2021-02-23,25.6671,25.9298,25.4756,25.7377,25.7377,8196094,-0.127384,25.9352,25.5082,23.775,1.077828,2021,2,1,1
2021-02-24,26.0055,26.0738,25.8524,25.9204,25.9204,8207320,0.709895,25.9563,25.5464,23.7912,1.054598,2021,2,2,1
2021-02-25,25.8379,26.0668,25.7081,25.9366,25.9366,9403903,0.062156,25.9678,25.5756,23.8049,1.040266,2021,2,3,1
2021-02-26,25.2286,25.459,24.9287,25.1585,25.1585,10239421,-2.999715,25.9576,25.5876,23.8169,1.209064,2021,2,4,1
2021-03-01,24.7583,24.9599,24.6083,24.8096,24.8096,7924104,-1.387085,25.9292,25.5751,23.8267,1.245865,2021,3,0,1
2021-03-02,24.6669,24.9033,24.5324,24.7682,24.7682,2972460,-0.166546,25.8985,25.5586,23.8379,1.245619,2021,3,1,1
2021-03-03,24.359,24.4099,24.2809,24.3318,24.3318,9367629,-1.762312,25.825,25.5318,23.847,1.224458,2021,3,2,1
2021-03-04,24.3093,24.6622,24.2202,24.5722,24.5722,7172034,0.988151,25.7545,25.5121,23.857,1.238194,2021,3,3,1
2021-03-05,24.9767,25.349,24.7819,25.1529,25.1529,8580297,2.36317,25.7138,25.5029,23.8694,1.371362,2021,3,4,1
2021-03-08,25.5988,25.827,25.389,25.617,25.617,13996066,1.845179,25.6808,25.504,23.8836,1.411727,2021,3,0,1
2021-03-09,25.5382,25.627,25.441,25.5298,25.5298,12688611,-0.34042,25.6166,25.4978,23.8947,1.317813,2021,3,1,1
2021-03-10,26.0585,26.2408,25.9149,26.097,26.097,13193458,2.221844,25.5707,25.4954,23.9081,1.413527,2021,3,2,1
2021-03-11,25.9749,26.2347,25.8809,26.14,26.14,15015427,0.16486,25.5283,25.5002,23.9223,1.415364,2021,3,3,1
2021-03-12,25.9066,26.1919,25.707,25.9916,25.9916,12590023,-0.5677,25.5063,25.5123,23.9343,1.346226,2021,3,4,1
2021-03-15,25.7789,25.8992,25.6186,25.7387,25.7387,8019480,-0.973324,25.4937,25.5332,23.9431,1.31181,2021,3,0,1
2021-03-16,25.6725,26.0133,25.2729,25.6129,25.6129,6655129,-0.488535,25.4811,25.5472,23.9537,1.311764,2021,3,1,1
2021-03-17,25.4555,25.5533,25.3593,25.4571,25.4571,10832918,-0.608197,25.4729,25.5659,23.9628,1.301903,2021,3,2,1
2021-03-18,25.6366,25.7951,25.3607,25.5185,25.5185,11830361,0.241019,25.4715,25.6011,23.971,1.301645,2021,3,3,1
2021-03-19,25.6155,25.7277,25.4628,25.5748,25.5748,19322195,0.220731,25.4718,25.6339,23.9804,1.302456,2021,3,4,1
2021-03-22,25.4927,25.6677,25.3944,25.5691,25.5691,16421160,-0.022171,25.4617,25.6478,23.9874,1.289453,2021,3,0,1
2021-03-23,25.7009,25.8107,25.6201,25.7298,25.7298,6502843,0.628354,25.4613,25.6646,23.9958,1.297537,2021,3,1,1
2021-03-24,26.0321,26.3869,25.8254,26.179,26.179,10107491,1.745851,25.4743,25.6836,24.0064,1.346837,2021,3,2,1
2021-03-25,26.5209,26.6458,26.4076,26.5324,26.5324,15153178,1.349851,25.504,25.7089,24.0194,1.377464,2021,3,3,1
2021-03-26,26.0299,26.181,25.7642,25.9147,25.9147,22422750,-2.328195,25.5419,25.7224,24.0294,1.303551,2021,3,4,1
2021-03-29,24.9752,25.282,24.601,24.9069,24.9069,25424411,-3.88868,25.5467,25.7084,24.0366,1.555165,2021,3,0,1
2021-03-30,25.4026,25.5179,25.1463,25.261,25.261,9857376,1.421493,25.5714,25.7038,24.0483,1.584798,2021,3,1,1
2021-03-31,24.7108,24.8543,24.5974,24.7408,24.7408,5355166,-2.059376,25.5918,25.6865,24.0547,1.604544,2021,3,2,1
2021-04-01,24.7981,24.9155,24.5485,24.6653,24.6653,4662210,-0.305118,25.5965,25.6651,24.0624,1.5927,2021,4,3,2
2021-04-02,24.2229,24.296,24.1684,24.2416,24.2416,12715072,-1.717698,25.5509,25.6405,24.0698,1.538689,2021,4,4,2
2021-04-05,23.7424,23.8125,23.5339,23.6035,23.6035,15134908,-2.632263,25.4502,25.5953,24.0778,1.555231,2021,4,0,2
2021-04-06,23.8228,23.9955,23.6522,23.8249,23.8249,4907235,0.938069,25.365,25.556,24.088,1.583689,2021,4,1,2
2021-04-07,24.1895,24.2547,24.0563,24.1213,24.1213,10236119,1.244046,25.2662,25.5285,24.1018,1.514239,2021,4,2,2
2021-04-08,24.0729,24.2008,23.8046,23.9317,23.9317,13534953,-0.786117,25.1558,25.493,24.1119,1.511095,2021,4,3,2
2021-04-09,23.0063,23.2745,22.7561,23.0241,23.0241,7170648,-3.792246,25.0074,25.4462,24.1158,1.688265,2021,4,4,2
2021-04-12,22.8956,22.9422,22.829,22.8756,22.8756,17540505,-0.644996,24.8643,25.3962,24.1202,1.685942,2021,4,0,2
2021-04-13,23.1718,23.2991,22.9264,23.053,23.053,7359934,0.775354,24.7363,25.3496,24.1217,1.712796,2021,4,1,2
2021-04-14,22.5688,22.6874,22.4623,22.5808,22.5808,24129343,-2.048382,24.5924,25.2852,24.1192,1.747029,2021,4,2,2
2021-04-15,22.5714,22.7717,22.4915,22.6913,22.6913,6374748,0.489555,24.4511,25.2193,24.118,1.754068,2021,4,3,2
2021-04-16,22.927,23.0025,22.6573,22.7322,22.7322,4476111,0.179916,24.309,25.1547,24.1213,1.753123,2021,4,4,2
2021-04-19,22.9312,23.2241,22.6819,22.9743,22.9743,7358508,1.065331,24.1792,25.0886,24.122,1.78762,2021,4,0,2
2021-04-20,23.0698,23.3345,22.7906,23.0551,23.0551,8085828,0.351777,24.0455,25.0134,24.1256,1.779334,2021,4,1,2
2021-04-21,22.8617,23.0444,22.5745,22.7564,22.7564,8000238,-1.295644,23.8743,24.9283,24.1304,1.702723,2021,4,2,2
2021-04-22,23.152,23.2945,23.0662,23.2085,23.2085,9765072,1.98638,23.7082,24.8526,24.1357,1.748087,2021,4,3,2
2021-04-23,23.0941,23.352,22.9304,23.1876,23.1876,9950607,-0.089782,23.5718,24.7878,24.1369,1.706301,2021,4,4,2
2021-04-26,23.2359,23.3165,23.1318,23.2123,23.2123,7372735,0.106504,23.4871,24.7322,24.1359,1.51705,2021,4,0,2
2021-04-27,22.7565,22.9717,22.7061,22.9209,22.9209,9644177,-1.255552,23.3701,24.6733,24.1326,1.470784,2021,4,1,2
2021-04-28,22.7814,22.8876,22.7015,22.8076,22.8076,3153765,-0.494144,23.2734,24.6171,24.1277,1.422877,2021,4,2,2
2021-04-29,22.5682,22.6296,22.4848,22.5461,22.5461,12466734,-1.146486,23.1674,24.5571,24.1201,1.432446,2021,4,3,2
2021-04-30,22.5096,22.6292,22.4144,22.5339,22.5339,7665416,-0.05426,23.0821,24.4964,24.1113,1.402226,2021,4,4,2
2021-05-03,23.0154,23.361,22.8141,23.1584,23.1584,32361267,2.771366,23.0598,24.4441,24.1052,1.459783,2021,5,0,2
2021-05-04,22.8599,22.9634,22.6122,22.7151,22.7151,6329654,-1.914305,23.0043,24.3837,24.0969,1.49352,2021,5,1,2
2021-05-05,22.2164,22.3683,22.0553,22.2072,22.2072,3939718,-2.235805,22.9086,24.3094,24.0864,1.51559,2021,5,2,2
2021-05-06,22.8794,23.0702,22.5594,22.7491,22.7491,17114454,2.440388,22.8495,24.2456,24.0801,1.639185,2021,5,3,2
2021-05-07,22.6949,22.9384,22.4754,22.7186,22.7186,10113987,-0.134407,22.8342,24.1968,24.0743,1.410061,2021,5,4,2
2021-05-10,22.4521,22.9129,22.072,22.5315,22.5315,5093887,-0.823629,22.817,24.1513,24.0707,1.414537,2021,5,0,2
2021-05-11,22.952,23.1171,22.7624,22.9274,22.9274,4298414,1.75709,22.8107,24.1145,24.0694,1.461534,2021,5,1,2
2021-05-12,22.7358,22.8229,22.6683,22.7554,22.7554,23164501,-0.749968,22.8194,24.0829,24.0689,1.393831,2021,5,2,2
2021-05-13,23.3079,23.6945,23.033,23.4183,23.4183,29267993,2.912937,22.8558,24.0599,24.0736,1.532682,2021,5,3,2
2021-05-14,23.8218,23.9279,23.577,23.6825,23.6825,2199909,1.12846,22.9033,24.0305,24.0794,1.547644,2021,5,4,2
2021-05-17,23.4709,23.6337,23.3669,23.5295,23.5295,6867583,-0.646288,22.9311,23.9887,24.0819,1.545547,2021,5,0,2
2021-05-18,24.135,24.5823,23.8688,24.314,24.314,35726919,3.334293,22.994,23.9644,24.0869,1.703785,2021,5,1,2
2021-05-19,24.2284,24.3621,23.9674,24.1004,24.1004,7078289,-0.878737,23.0612,23.9245,24.0935,1.685952,2021,5,2,2
2021-05-20,24.3308,24.6215,24.0897,24.38,24.38,7327098,1.160177,23.1198,23.8893,24.1032,1.65226,2021,5,3,2
2021-05-21,24.4354,24.5945,24.3361,24.495,24.495,7385615,0.47171,23.1852,23.8593,24.1119,1.650784,2021,5,4,2
2021-05-24,24.7996,25.2577,24.5198,24.9759,24.9759,5655950,1.963537,23.2733,23.8441,24.1246,1.691787,2021,5,0,2
2021-05-25,25.7317,25.8708,25.4157,25.5538,25.5538,4177477,2.313699,23.405,23.8429,24.1405,1.698383,2021,5,1,2
2021-05-26,25.4154,25.8464,25.1177,25.5472,25.5472,15121786,-0.025893,23.542,23.8447,24.1554,1.686289,2021,5,2,2
2021-05-27,25.2454,25.2943,25.1906,25.2395,25.2395,3293147,-1.204278,23.6766,23.8391,24.1704,1.689454,2021,5,3,2
2021-05-28,25.4934,25.7936,25.1016,25.4007,25.4007,10456979,0.638522,23.82,23.8356,24.1858,1.682869,2021,5,4,2
2021-05-31,25.1681,25.2521,25.0418,25.1257,25.1257,16598889,-1.082637,23.9183,23.8268,24.2021,1.64301,2021,5,0,2
2021-06-01,25.8669,26.1237,25.6162,25.873,25.873,5283951,2.97442,24.0762,23.8296,24.223,1.64091,2021,6,1,2
2021-06-02,25.7231,25.9909,25.6323,25.8994,25.8994,4688182,0.10195,24.2608,23.824,24.2433,1.500615,2021,6,2,2
2021-06-03,25.6468,25.8831,25.4943,25.7301,25.7301,18745382,-0.653508,24.4099,23.808,24.2652,1.480049,2021,6,3,2
2021-06-04,25.7967,25.847,25.727,25.7773,25.7773,11416946,0.183211,24.5628,23.8052,24.2865,1.473128,2021,6,4,2
2021-06-07,25.1513,25.2784,25.1039,25.2308,25.2308,7916900,-2.120216,24.6978,23.8117,24.3049,1.566663,2021,6,0,2
2021-06-08,24.8683,24.9695,24.747,24.8481,24.8481,21526268,-1.516541,24.7938,23.8035,24.3203,1.60757,2021,6,1,2
2021-06-09,25.357,25.5691,25.0767,25.2881,25.2881,22241432,1.770616,24.9205,23.8144,24.3373,1.610214,2021,6,2,2
2021-06-10,25.1188,25.2355,24.9063,25.0225,25.0225,11397535,-1.050378,25.0007,23.8215,24.3507,1.545556,2021,6,3,2
2021-06-11,24.4974,24.9821,24.1353,24.6182,24.6182,6192535,-1.61563,25.0475,23.8291,24.3617,1.593234,2021,6,4,2
2021-06-14,25.0306,25.1513,24.6929,24.8125,24.8125,7220382,0.789479,25.1116,23.8533,24.3743,1.585141,2021,6,0,2
2021-06-15,25.3235,25.4284,25.1413,25.246,25.246,12761594,1.746738,25.1582,23.8817,24.3888,1.458731,2021,6,1,2
2021-06-16,25.5013,25.6249,25.3779,25.5015,25.5015,8575649,1.012064,25.2283,23.9093,24.4035,1.446473,2021,6,2,2
2021-06-17,25.9731,26.0227,25.8111,25.8604,25.8604,17953870,1.40758,25.3023,23.9479,24.4198,1.455312,2021,6,3,2
2021-06-18,25.7791,25.9994,25.3192,25.5374,25.5374,4003156,-1.248986,25.3544,23.9981,24.4343,1.495265,2021,6,4,2
2021-06-21,24.8255,25.1322,24.6635,24.9692,24.9692,4749135,-2.224906,25.3541,24.04,24.4471,1.530982,2021,6,0,2
2021-06-22,25.4962,25.5894,25.426,25.5192,25.5192,12760271,2.202455,25.3523,24.0893,24.4637,1.522349,2021,6,1,2
2021-06-23,25.1307,25.4274,25.0759,25.3721,25.3721,6647295,-0.576349,25.3436,24.1451,24.4816,1.527887,2021,6,2,2
2021-06-24,25.2753,25.391,25.1402,25.2558,25.2558,5997207,-0.458276,25.3444,24.1964,24.496,1.506496,2021,6,3,2
2021-06-25,25.7779,25.8838,25.6346,25.7403,25.7403,3811839,1.918336,25.3614,24.2566,24.5147,1.560629,2021,6,4,2
2021-06-28,25.9221,26.0594,25.7888,25.9261,25.9261,9254663,0.721902,25.4014,24.3156,24.5353,1.542051,2021,6,0,2
2021-06-29,26.0023,26.1823,25.8909,26.0706,26.0706,8609574,0.55712,25.4113,24.3759,24.5576,1.398584,2021,6,1,2
2021-06-30,26.6609,26.941,26.6016,26.8813,26.8813,18982493,3.109677,25.4604,24.4584,24.5823,1.55745,2021,6,2,2
2021-07-01,26.6092,26.9342,26.2449,26.5695,26.5695,10294687,-1.159978,25.5023,24.5257,24.6058,1.576026,2021,7,3,3
2021-07-02,27.0495,27.2831,26.6608,26.893,26.893,9165575,1.217525,25.5581,24.5998,24.6286,1.593275,2021,7,4,3
2021-07-05,26.7991,27.1497,26.5127,26.8626,26.8626,16576390,-0.112817,25.6397,24.6728,24.6522,1.498212,2021,7,0,3
2021-07-06,26.9653,27.1153,26.7682,26.9179,26.9179,3789481,0.205873,25.7432,24.7527,24.6754,1.434986,2021,7,1,3
2021-07-07,27.3085,27.6198,27.1704,27.4808,27.4808,15559046,2.09127,25.8528,24.8462,24.7027,1.452663,2021,7,2,3
2021-07-08,27.675,27.7671,27.5326,27.6245,27.6245,3240424,0.522781,25.9829,24.9477,24.727,1.410456,2021,7,3,3
2021-07-09,27.7351,27.933,27.5812,27.7788,27.7788,5375102,0.558619,26.141,25.0526,24.7539,1.31922,2021,7,4,3
2021-07-12,28.0675,28.2391,27.9819,28.1533,28.1533,4892686,1.348136,26.308,25.1525,24.7821,1.329009,2021,7,0,3
2021-07-13,27.8342,28.1836,27.5705,27.9191,27.9191,14934933,-0.831872,26.4417,25.2566,24.8078,1.341211,2021,7,1,3
2021-07-14,27.4488,27.6474,27.2937,27.4921,27.4921,10081762,-1.529554,26.5412,25.3623,24.8305,1.410079,2021,7,2,3
2021-07-15,27.0353,27.1958,26.8337,26.994,26.994,10863976,-1.81179,26.5979,25.4472,24.851,1.469803,2021,7,3,3
2021-07-16,26.0031,26.3651,25.7795,26.1403,26.1403,6807866,-3.16243,26.628,25.5157,24.8672,1.624887,2021,7,4,3
2021-07-19,26.8629,27.1027,26.6661,26.9056,26.9056,10485312,2.927576,26.7248,25.6031,24.8871,1.640374,2021,7,0,3
2021-07-20,26.3995,26.8112,25.9922,26.4039,26.4039,6982891,-1.864688,26.7691,25.6727,24.9046,1.655487,2021,7,1,3
2021-07-21,26.1542,26.419,26.0055,26.2696,26.2696,11098774,-0.508467,26.814,25.7429,24.9197,1.653916,2021,7,2,3
2021-07-22,26.3041,26.4723,25.9495,26.1164,26.1164,4931912,-0.583218,26.857,25.7969,24.93,1.656715,2021,7,3,3
2021-07-23,26.1062,26.3077,25.9944,26.1956,26.1956,18840404,0.303125,26.8798,25.8472,24.9417,1.606148,2021,7,4,3
2021-07-26,26.4018,26.5485,26.3262,26.4727,26.4727,3540194,1.057858,26.9071,25.906,24.9571,1.614729,2021,7,0,3
2021-07-27,26.6605,26.8163,26.6097,26.7652,26.7652,6008803,1.105037,26.9418,25.9551,24.9741,1.627194,2021,7,1,3
2021-07-28,26.6664,26.8026,26.3407,26.476,26.476,26666452,-1.080836,26.9215,26.0026,24.985,1.489181,2021,7,2,3
2021-07-29,26.4183,26.4918,26.2866,26.36,26.36,6703910,-0.438027,26.9111,26.0422,24.9968,1.469877,2021,7,3,3
2021-07-30,26.3252,26.5689,26.1811,26.4242,26.4242,3811430,0.243773,26.8876,26.0808,25.0059,1.442272,2021,7,4,3
2021-08-02,26.3926,26.6448,26.0252,26.2763,26.2763,10150914,-0.559737,26.8583,26.1068,25.0111,1.446297,2021,8,0,3
2021-08-03,26.8849,26.9719,26.7763,26.8633,26.8633,8643105,2.233795,26.8556,26.133,25.0204,1.537127,2021,8,1,3
2021-08-04,27.0304,27.2001,26.8332,27.0026,27.0026,5344875,0.518698,26.8317,26.1621,25.0294,1.463014,2021,8,2,3
2021-08-05,27.2013,27.3421,27.0981,27.2388,27.2388,4863872,0.874645,26.8124,26.202,25.0365,1.472697,2021,8,3,3
2021-08-06,27.361,27.585,27.2197,27.4433,27.4433,48393015,0.750579,26.7956,26.2429,25.0456,1.477558,2021,8,4,3
2021-08-09,27.8929,28.3199,27.4288,27.8553,27.8553,8914252,1.501288,26.7807,26.2975,25.0571,1.485563,2021,8,0,3
2021-08-10,27.7907,27.9155,27.7267,27.8514,27.8514,2526572,-0.013831,26.7773,26.3371,25.0698,1.473907,2021,8,1,3
2021-08-11,27.4279,27.5291,27.1296,27.23,27.23,28549276,-2.231063,26.7642,26.3637,25.0815,1.51981,2021,8,2,3
2021-08-12,27.1872,27.4719,27.0419,27.3259,27.3259,12353134,0.35213,26.7808,26.3956,25.0948,1.462757,2021,8,3,3
2021-08-13,27.1553,27.2278,26.9174,26.9894,26.9894,6310198,-1.231289,26.8233,26.4198,25.1087,1.291811,2021,8,4,3
2021-08-16,26.7002,26.8192,26.5932,26.7121,26.7121,5519241,-1.027547,26.8136,26.4495,25.121,1.141043,2021,8,0,3
2021-08-17,26.9213,26.9949,26.8155,26.8891,26.8891,13560870,0.662534,26.8379,26.4903,25.1356,1.064529,2021,8,1,3
2021-08-18,27.4179,27.6015,27.1439,27.3268,27.3268,9108499,1.627965,26.8907,26.531,25.1519,1.106976,2021,8,2,3
2021-08-19,27.1962,27.341,27.1203,27.2649,27.2649,2633408,-0.226617,26.9481,26.5759,25.1706,1.096463,2021,8,3,3
2021-08-20,27.4161,27.6578,27.0807,27.3216,27.3216,24348160,0.207978,27.0044,26.63,25.1888,1.096295,2021,8,4,3
2021-08-23,27.6452,28.0584,27.5359,27.9479,27.9479,8929516,2.292324,27.0782,26.6927,25.2085,1.177882,2021,8,0,3
2021-08-24,27.8843,28.1443,27.7053,27.9648,27.9648,19861827,0.060475,27.1382,26.747,25.2319,1.16234,2021,8,1,3
2021-08-25,28.8645,29.0567,28.7797,28.9716,28.9716,29200652,3.600157,27.263,26.8165,25.2594,1.34267,2021,8,2,3
2021-08-26,28.9665,29.2697,28.8101,29.1125,29.1125,4812478,0.486241,27.4006,26.8815,25.2853,1.325939,2021,8,3,3
2021-08-27,28.2114,28.3243,28.1228,28.2357,28.2357,24105323,-3.011752,27.4912,26.9355,25.3089,1.542057,2021,8,4,3
2021-08-30,28.5077,28.6892,28.2827,28.4638,28.4638,6279261,0.807964,27.6005,27.0054,25.3305,1.530181,2021,8,0,3
2021-08-31,28.611,28.7063,28.4359,28.5309,28.5309,2732870,0.235566,27.6839,27.0656,25.3516,1.468962,2021,8,1,3
2021-09-01,29.0135,29.2039,28.7955,28.9856,28.9856,8146483,1.593876,27.7831,27.1379,25.3761,1.49635,2021,9,2,3
2021-09-02,29.0941,29.3129,28.9534,29.1718,29.1718,11451898,0.642325,27.8797,27.2162,25.4016,1.493088,2021,9,3,3
2021-09-03,29.0436,29.1223,28.9222,29.0008,29.0008,6775279,-0.586207,27.9576,27.2814,25.4251,1.504278,2021,9,4,3
2021-09-06,28.3747,28.4663,28.2691,28.3606,28.3606,9657852,-2.207393,27.9829,27.3301,25.4451,1.573714,2021,9,0,3
2021-09-07,28.2822,28.4946,27.9652,28.1767,28.1767,17962063,-0.648386,27.9991,27.3722,25.4631,1.582537,2021,9,1,3
2021-09-08,27.8119,28.0027,27.5356,27.7258,27.7258,11301925,-1.600445,28.0239,27.3891,25.4805,1.539988,2021,9,2,3
2021-09-09,27.405,27.5296,27.2771,27.4017,27.4017,5964244,-1.168892,28.0277,27.4057,25.4959,1.564324,2021,9,3,3
2021-09-10,27.4683,27.7101,27.326,27.5673,27.5673,13654763,0.604189,28.0566,27.4192,25.5146,1.540373,2021,9,4,3
